SampleID,Sample Name,Total 16s rRNA copy per mL,SampleType,#SampleID,faith_pd,observed_features,shannon_entropy,simpson_e,simpson
6631-15-28FCombo,LT015,19667.2485351563,Sample,6631-15-28FCombo,15.2917910145822,63,4.27046173570038,0.168495271117231,0.90579548157187
6631-150-28FCombo,LT150,37252.0050048828,Sample,6631-150-28FCombo,21.6160077015631,127,5.16786091612228,0.099586085684943,0.920932571112974
6631-151-28FCombo,LT151,44702.017211914,Sample,6631-151-28FCombo,19.303936039394,107,4.84530441507751,0.13090635005656,0.928607020297446
6631-152-28FCombo,LT152,393296.435546876,Sample,6631-152-28FCombo,21.9483575251422,207,5.77573682378636,0.132866958896526,0.963640938917264
6631-153-28FCombo,LT153,22958.024597168,Sample,6631-153-28FCombo,11.8965500694891,39,0.806145431363644,0.031336916507637,0.181762965262505
6631-154-28FCombo,LT154,36312.368774414,Sample,6631-154-28FCombo,21.8601899485029,150,5.49611708590276,0.095288039709361,0.930036689945551
6631-155-28FCombo,LT155,1125.14171600342,Sample,6631-155-28FCombo,12.7372251653377,55,4.324457331379,0.232314243774581,0.92173610241712
6631-156-28FCombo,LT156,18182.7728271484,Sample,6631-156-28FCombo,15.0716734326313,60,2.78874491968072,0.046399453564425,0.640800367540419
6631-157-28FCombo,LT157,767910.400390626,Sample,6631-157-28FCombo,12.444372190025,90,4.60350516698321,0.164873875734131,0.93260841924388
6631-158-28FCombo,LT158,21963.5330200196,Sample,6631-158-28FCombo,13.9064342117483,93,4.44495065816637,0.098588572149212,0.890933726519855
6631-159-28FCombo,LT159,5244.12460327148,Sample,6631-159-28FCombo,18.8622759831874,86,4.2753431936514,0.110239403299106,0.894521317888533
6631-16-28FCombo,LT016,71683.6059570312,Sample,6631-16-28FCombo,22.5026060245705,201,5.3997897252284,0.082584870350297,0.939757435508384
6631-160-28FCombo,LT160,16802.7328491211,Sample,6631-160-28FCombo,19.4784072192084,124,4.32890303647641,0.056816618006389,0.85806060951876
6631-161-28FCombo,LT161,359.537267684936,Sample,6631-161-28FCombo,9.83348964743827,33,3.87215556661061,0.328581392605582,0.907776182751149
6631-162-28FCombo,LT162,49323.5748291016,Sample,6631-162-28FCombo,13.8294832493019,73,5.14511654901285,0.35765557421459,0.961698821087667
6631-163-28FCombo,LT163,6769.86694335938,Sample,6631-163-28FCombo,17.4786034108674,54,4.5054754068608,0.293292718070475,0.936859944425662
6631-164-28FCombo,LT164,66973.1079101562,Sample,6631-164-28FCombo,19.2044953127403,60,3.0985461474159,0.088528384499005,0.811736464400816
6631-165-28FCombo,LT165,64650.3173828124,Sample,6631-165-28FCombo,20.227352214003,90,4.29074194463422,0.130390617851588,0.914785961642133
6631-166-28FCombo,LT166,1118.48640441895,Sample,6631-166-28FCombo,9.46332166246268,29,2.49566858424663,0.090508098388463,0.619009135815794
6631-167-28FCombo,LT167,240959.47265625,Sample,6631-167-28FCombo,17.4276250859248,79,4.16371646663715,0.105746041373616,0.880295964901628
6631-168-28FCombo,LT168,14421.3180541992,Sample,6631-168-28FCombo,21.1111793270701,63,3.78340319583342,0.097549205387383,0.837281956219103
6631-169-28FCombo,LT169,811.269569396972,Sample,6631-169-28FCombo,15.7693401733018,41,4.17366679011829,0.252592956496771,0.903440522488398
6631-17-28FCombo,LT017,172987.182617188,Sample,6631-17-28FCombo,11.1233498911128,86,3.24208798973878,0.04599540893756,0.747194182086097
6631-170-28FCombo,LT170,1132.48910903931,Sample,6631-170-28FCombo,12.3813434791447,65,4.22575548624233,0.14315473163607,0.892531562116114
6631-171-28FCombo,LT171,18676.6815185547,Sample,6631-171-28FCombo,15.7392932515868,56,3.06868970167649,0.077049048270931,0.768236684840662
6631-172-28FCombo,LT172,30422.4060058594,Sample,6631-172-28FCombo,15.1320937256048,52,2.82289460298098,0.067093967796777,0.713375585581437
6631-173-28FCombo,LT173,5355.92460632324,Sample,6631-173-28FCombo,17.7236263761595,41,1.33712035546063,0.039511495029968,0.382705111918942
6631-174-28FCombo,LT174,11010.4705810547,Sample,6631-174-28FCombo,15.7495866912301,65,4.29693705392064,0.175950639065049,0.912562889987983
6631-175-28FCombo,LT175,2561.62357330322,Sample,6631-175-28FCombo,10.7911883579252,30,2.01002663273615,0.08276746574249,0.597265265593106
6631-176-28FCombo,LT176,62254.00390625,Sample,6631-176-28FCombo,53.9571928597415,175,5.29891854200223,0.097584268110408,0.941442551909899
6631-177-28FCombo,LT177,1997.9679107666,Sample,6631-177-28FCombo,12.8496656785074,56,4.54859310957825,0.271579275544457,0.934247034051684
6631-178-28FCombo,LT178,46194.53125,Sample,6631-178-28FCombo,15.3963828043648,87,4.47016365995618,0.113636753765437,0.898850921971169
6631-179-28FCombo,LT179,14455.7586669922,Sample,6631-179-28FCombo,17.8756892279605,95,2.93496893407597,0.036169713107071,0.708974307915764
6631-18-28FCombo,LT018,18802278.125,Sample,6631-18-28FCombo,14.1665332429054,134,5.83467845280308,0.28535331520363,0.973847556101324
6631-180-28FCombo,LT180,1230.33657073975,Sample,6631-180-28FCombo,14.4855024369319,65,4.62851565004302,0.267047265684582,0.942389916087788
6631-181-28FCombo,LT181,19836.8011474609,Sample,6631-181-28FCombo,13.070340306845,38,2.27753553199846,0.066484759142856,0.604183126885674
6631-182-28FCombo,LT182,74081.6345214844,Sample,6631-182-28FCombo,15.5981274524297,76,3.77444866478512,0.066200423021081,0.801241530848646
6631-183-28FCombo,LT183,403290.91796875,Sample,6631-183-28FCombo,8.25853631996585,45,2.00094590077522,0.057173167483525,0.611317280459831
6631-184-28FCombo,LT184,2811.5484237671,Sample,6631-184-28FCombo,14.6467581290014,56,4.3535987728748,0.219458180115212,0.918630771257794
6631-185-28FCombo,LT185,787583.642578124,Sample,6631-185-28FCombo,12.1619938259176,81,3.5384109667495,0.074830910813124,0.835018993111327
6631-186-28FCombo,LT186,564971.2890625,Sample,6631-186-28FCombo,12.5731807827087,92,4.01309515243987,0.087729606929287,0.87610151694681
6631-187-28FCombo,LT187,1919402.734375,Sample,6631-187-28FCombo,24.999803534141,249,6.65980511445882,0.214597200312245,0.981285570123074
6631-188-28FCombo,LT188,14018.7164306641,Sample,6631-188-28FCombo,11.6370054420083,32,2.55187825254761,0.08202927476429,0.619038445850014
6631-189-28FCombo,LT189,5253.84788513184,Sample,6631-189-28FCombo,14.0892538740563,60,3.76750991112345,0.127838460525554,0.869627132569114
6631-19-28FCombo,LT019,2331.7663192749,Sample,6631-19-28FCombo,15.411448573656,48,4.32362425390817,0.269167734096726,0.922600926135349
6631-2-28FCombo,LT002,143906.958007813,Sample,6631-2-28FCombo,13.2144873117776,86,4.36483381989744,0.120761443672291,0.903711759124885
6631-20-28FCombo,LT020,144949.755859375,Sample,6631-20-28FCombo,14.2824419994512,116,5.19251087120858,0.162329968968705,0.946894034971236
6631-22-28FCombo,LT022,14576.1215209961,Sample,6631-22-28FCombo,11.2368669703071,56,4.21092536475733,0.196533011749338,0.909139219420714
6631-23-28FCombo,LT023,44209.4543457032,Sample,6631-23-28FCombo,8.61419413573418,48,3.75078111547374,0.152201850597798,0.863120367778007
6631-24-28FCombo,LT024,8683.11767578126,Sample,6631-24-28FCombo,14.9345436110134,62,4.00482400243375,0.126293760049717,0.872289555305701
6631-25-28FCombo,LT025,8495.37506103516,Sample,6631-25-28FCombo,13.9683876526424,73,4.52780685199427,0.187812546056677,0.927062220151936
6631-26-28FCombo,LT026,109205.46875,Sample,6631-26-28FCombo,12.6388042861587,96,4.38035353595791,0.094721049094263,0.890027963517376
6631-27-28FCombo,LT027,11718.6767578125,Sample,6631-27-28FCombo,15.0092409950579,58,4.21587164689689,0.196058993707839,0.912060247865816
6631-28-28FCombo,LT028,6367.4114227295,Sample,6631-28-28FCombo,19.1734022546995,58,3.49607176717523,0.110316377905692,0.843709704418647
6631-29-28FCombo,LT029,79602.44140625,Sample,6631-29-28FCombo,15.9829369743867,78,4.2299907163172,0.13128960153202,0.902349366051004
6631-3-28FCombo,LT003,36654.7088623046,Sample,6631-3-28FCombo,14.0019609806815,59,3.56694925898466,0.107575454397964,0.842444053457852
6631-30-28FCombo,LT030,10799.4094848633,Sample,6631-30-28FCombo,18.532200664814,77,4.65439306776761,0.163419142825722,0.92052942658705
6631-31-28FCombo,LT031,16463.6825561523,Sample,6631-31-28FCombo,14.565283526344,55,3.99464880047749,0.181099815768735,0.899603331430019
6631-32-28FCombo,LT032,572108.203125,Sample,6631-32-28FCombo,15.4871740537258,99,5.21408466711814,0.208894652948524,0.951645434871427
6631-33-28FCombo,LT033,18806.9122314453,Sample,6631-33-28FCombo,13.4424952132599,44,4.26714619344552,0.307126305595309,0.926000240574574
6631-34-28FCombo,LT034,337028.344726562,Sample,6631-34-28FCombo,13.1111496174128,101,5.32308353427707,0.276331283212557,0.964169854444623
6631-35-28FCombo,LT035,8639.4905090332,Sample,6631-35-28FCombo,15.9940180009918,61,3.85709751471053,0.128827965822054,0.872749348184271
6631-36-28FCombo,LT036,204945.581054688,Sample,6631-36-28FCombo,13.0067144311908,48,2.33587734873214,0.063855055005465,0.673740264861564
6631-37-28FCombo,LT037,11485.7711791992,Sample,6631-37-28FCombo,12.7456141624306,51,3.82809916508809,0.180239515843504,0.891212295786016
6631-38-28FCombo,LT038,260781.420898438,Sample,6631-38-28FCombo,15.1205071287256,110,5.05456965613839,0.16424256920468,0.944649495347458
6631-39-28FCombo,LT039,474539.453125,Sample,6631-39-28FCombo,12.2652580918505,64,0.804744567821909,0.018491652392198,0.155024133668427
6631-4-28FCombo,LT004,9509.95483398438,Sample,6631-4-28FCombo,16.6926196642375,74,3.43286804803658,0.047945477540955,0.71814831749313
6631-40-28FCombo,LT040,24416.9708251954,Sample,6631-40-28FCombo,11.6262998006593,57,3.954748454134,0.148521500816494,0.881876633668016
6631-41-28FCombo,LT041,194056.518554688,Sample,6631-41-28FCombo,11.5763979929767,78,4.11816680544857,0.129369352971347,0.900899923157594
6631-42-28FCombo,LT042,18442.67578125,Sample,6631-42-28FCombo,10.9650207944685,49,4.10200303298903,0.230818146984814,0.911583367547575
6631-43-28FCombo,LT043,31754.1748046876,Sample,6631-43-28FCombo,10.3893353598425,41,3.81621422913543,0.207906014935598,0.882686203619485
6631-44-28FCombo,LT044,9801.33438110352,Sample,6631-44-28FCombo,24.4198809739665,114,5.20016880262458,0.191638730337475,0.954226737940112
6631-45-28FCombo,LT045,15201.203918457,Sample,6631-45-28FCombo,13.6380519843999,42,1.03434227459655,0.030427079735182,0.217489025672303
6631-46-28FCombo,LT046,19346.6094970703,Sample,6631-46-28FCombo,14.7201276637649,86,4.65705871380049,0.144596859363798,0.919583958960761
6631-47-28FCombo,LT047,355214.0625,Sample,6631-47-28FCombo,10.5547996349371,31,1.50781964671699,0.057906378510636,0.442927267326791
6631-48-28FCombo,LT048,3555.38673400878,Sample,6631-48-28FCombo,17.7404254941954,73,4.88470213969905,0.270528480833735,0.949363445598153
6631-49-28FCombo,LT049,19242.0211791992,Sample,6631-49-28FCombo,8.04115370641398,31,1.17864054764666,0.043795468774922,0.263438309522082
6631-5-28FCombo,LT005,10672.834777832,Sample,6631-5-28FCombo,15.9958855080641,67,4.49226825662496,0.222655302910461,0.932966460087724
6631-50-28FCombo,LT050,66495.2270507812,Sample,6631-50-28FCombo,17.9423990792144,73,2.02643593096795,0.03071557802237,0.554016853369665
6631-51-28FCombo,LT051,67429.0954589844,Sample,6631-51-28FCombo,16.4087552169685,89,4.64404012463066,0.173771104306887,0.935340486549843
6631-52-28FCombo,LT052,61609.1674804688,Sample,6631-52-28FCombo,17.9915003413145,130,5.94790035038694,0.30574893420383,0.97484109728023
6631-53-28FCombo,LT053,188042.431640625,Sample,6631-53-28FCombo,21.5232545826517,129,5.26884174351128,0.155346503265013,0.950099050692685
6631-54-28FCombo,LT054,211805.17578125,Sample,6631-54-28FCombo,13.6349275007704,59,3.17218027627192,0.083555912276874,0.797151965905063
6631-55-28FCombo,LT055,234431.762695312,Sample,6631-55-28FCombo,28.0803485664444,197,3.18491577089418,0.018944967443384,0.732058545513494
6631-57-28FCombo,LT057,31116.2231445312,Sample,6631-57-28FCombo,15.0138339348967,70,2.61362689172675,0.033225856718479,0.570042259353718
6631-58-28FCombo,LT058,43188.6413574218,Sample,6631-58-28FCombo,25.6712616761371,146,5.66272071640555,0.177892348435486,0.961497416112998
6631-59-28FCombo,LT059,3461.0855102539,Sample,6631-59-28FCombo,30.5128739158599,66,4.46952803162656,0.212584775970222,0.92872718621376
6631-60-28FCombo,LT060,214316.821289062,Sample,6631-60-28FCombo,7.91100414074567,23,0.911490447341497,0.069321642376831,0.372803941470135
6631-61-28FCombo,LT061,160231.372070313,Sample,6631-61-28FCombo,15.7177524587499,93,4.3441338557294,0.12318068926927,0.912708004510854
6631-62-28FCombo,LT062,1115634.1796875,Sample,6631-62-28FCombo,12.0618755557559,76,4.83095964059863,0.246790701014238,0.946683993024182
6631-63-28FCombo,LT063,57761.23046875,Sample,6631-63-28FCombo,11.0645953220556,22,1.25428882051857,0.079540757206751,0.42853768243122
6631-64-28FCombo,LT064,29889.2822265626,Sample,6631-64-28FCombo,9.86331959594705,55,4.07271603900522,0.191198688021181,0.904906156156239
6631-65-28FCombo,LT065,157867.28515625,Sample,6631-65-28FCombo,13.4722184373646,77,4.04688007330236,0.12589094096313,0.896839177722752
6631-66-28FCombo,LT066,1781976.171875,Sample,6631-66-28FCombo,14.0114617939955,97,5.48948585087664,0.323957701083244,0.968177085106965
6631-67-28FCombo,LT067,103621.276855469,Sample,6631-67-28FCombo,11.9636727213575,78,4.24467618307425,0.107340252525038,0.880561927898182
6631-68-28FCombo,LT068,1211202.734375,Sample,6631-68-28FCombo,24.7586093323687,248,5.84587885541725,0.091730361908291,0.956042274546486
6631-69-28FCombo,LT069,16092385.9375,Sample,6631-69-28FCombo,14.2382736734901,90,4.94075818119948,0.181682329574177,0.938843193297042
6631-7-28FCombo,LT007,10137.6319885254,Sample,6631-7-28FCombo,17.2678276689572,81,5.04587941279396,0.276977545645294,0.955427148494716
6631-70-28FCombo,LT070,7978.01513671874,Sample,6631-70-28FCombo,13.7574776105985,50,3.46200181335747,0.090707466453493,0.779510984244564
6631-71-28FCombo,LT071,23794.3176269532,Sample,6631-71-28FCombo,27.6987313748982,178,6.64167396521926,0.393886816810409,0.985737076519639
6631-72-28FCombo,LT072,73427.1362304688,Sample,6631-72-28FCombo,13.2219968703715,40,2.13750284935977,0.073642029444272,0.660519947798035
6631-73-28FCombo,LT073,12486.4227294922,Sample,6631-73-28FCombo,17.9730682379609,61,4.13880545557122,0.169644304320453,0.903365794161977
6631-74-28FCombo,LT074,184675.341796875,Sample,6631-74-28FCombo,14.1986219968438,74,4.1091399052096,0.140707353097362,0.903960146957189
6631-75-28FCombo,LT075,79600.1892089844,Sample,6631-75-28FCombo,16.8572547026892,64,4.04710037855266,0.156885847649452,0.900405293185446
6631-76-28FCombo,LT076,25697.4731445312,Sample,6631-76-28FCombo,12.4257455133192,77,4.56204732664417,0.122199014051661,0.893722440497576
6631-77-28FCombo,LT077,65984.0576171874,Sample,6631-77-28FCombo,16.1623931989482,56,2.20861245832613,0.050387453918728,0.645603389963991
6631-78-28FCombo,LT078,51897.55859375,Sample,6631-78-28FCombo,15.4875139631913,92,5.05147179222175,0.217478522191803,0.950020052059187
6631-79-28FCombo,LT079,17844.5083618164,Sample,6631-79-28FCombo,13.1073987858507,77,5.07557965325348,0.292018019165715,0.955526672552206
6631-8-28FCombo,LT008,111904.248046875,Sample,6631-8-28FCombo,19.1968655117066,160,5.88356498131491,0.216282712897623,0.971102637301584
6631-80-28FCombo,LT080,159227.075195313,Sample,6631-80-28FCombo,24.034170559926,203,5.23637971733355,0.062812813156758,0.921574785034855
6631-81-28FCombo,LT081,574366.40625,Sample,6631-81-28FCombo,14.8924080279128,89,4.59494617763723,0.144058228476834,0.922004073110016
6631-82-28FCombo,LT082,68052.0141601562,Sample,6631-82-28FCombo,11.5993888199131,59,3.73611281603082,0.111317804572253,0.847740865825541
6631-83-28FCombo,LT083,3247.43728637696,Sample,6631-83-28FCombo,16.1416661267962,48,4.14436635203062,0.254331748905767,0.918085990353283
6631-84-28FCombo,LT084,458295.21484375,Sample,6631-84-28FCombo,12.3719539951064,82,4.25010561591887,0.097216634156755,0.874557249826652
6631-85-28FCombo,LT085,722.544240951538,Sample,6631-85-28FCombo,13.0161127684861,35,3.73077464425908,0.20828087706457,0.862822602947985
6631-86-28FCombo,LT086,253008.3984375,Sample,6631-86-28FCombo,18.6518904140214,135,4.92291618295339,0.083194127283472,0.910962376200332
6631-87-28FCombo,LT087,85743.0297851562,Sample,6631-87-28FCombo,13.8716957092725,99,4.66800724841672,0.138207490213743,0.926914163006733
6631-88-28FCombo,LT088,201851.5625,Sample,6631-88-28FCombo,21.9501911313043,161,6.12348872447197,0.299778201137799,0.979280747897448
6631-89-28FCombo,LT089,25679.4006347656,Sample,6631-89-28FCombo,18.6467215597298,107,4.56054214395068,0.099085515681526,0.905679509984466
6631-9-28FCombo,LT009,161166.625976563,Sample,6631-9-28FCombo,10.9747411396381,63,1.80184547428875,0.02802578451865,0.433628134033032
6631-91-28FCombo,LT091,582649.90234375,Sample,6631-91-28FCombo,13.9582724920967,128,5.94793845980027,0.340562282724119,0.977059996375674
6631-92-28FCombo,LT092,132542.626953125,Sample,6631-92-28FCombo,14.4912965112817,88,4.23866487062653,0.103890955397127,0.89061957972955
6631-93-28FCombo,LT093,30423.2604980468,Sample,6631-93-28FCombo,11.7930020168661,49,3.72634337895737,0.186284918135936,0.89044650812572
6631-94-28FCombo,LT094,5211.67831420898,Sample,6631-94-28FCombo,11.9763496360158,48,4.29107916147598,0.241890206664452,0.913872770540755
6631-95-28FCombo,LT095,47279.1534423828,Sample,6631-95-28FCombo,13.0149612463083,36,2.72358867279167,0.09054536861821,0.693217022563523
6631-96-28FCombo,LT096,5119.85092163086,Sample,6631-96-28FCombo,14.2447065389168,51,4.14664269164394,0.17938832989059,0.890696105208104
6631-98-28FCombo,LT098,5980.86624145508,Sample,6631-98-28FCombo,9.79680248498582,49,3.56388635247005,0.1311338313145,0.844371486284413
6631-99-28FCombo,LT099,71612.353515625,Sample,6631-99-28FCombo,18.1066830973551,110,5.44633792006053,0.267852234926388,0.966059984179682
6631-SMS1-28FCombo,SMS01,54328.5705566406,Sample,6631-SMS1-28FCombo,22.578898493146,101,5.20573097479578,0.190617161735902,0.948058244027746
6631-SMS10-28FCombo,SMS10,70510.595703125,Sample,6631-SMS10-28FCombo,20.0390576277685,100,4.52185302471482,0.093949625961452,0.893559980706011
6631-SMS11-28FCombo,SMS11,13004.0496826172,Sample,6631-SMS11-28FCombo,12.8136696259289,43,3.50650836217971,0.104611652778338,0.777693848287005
6631-SMS12-28FCombo,SMS12,26125.9826660156,Sample,6631-SMS12-28FCombo,13.0269298547235,33,1.28290028722627,0.045602522447164,0.33549661999202
6631-SMS13-28FCombo,SMS13,130623.4375,Sample,6631-SMS13-28FCombo,19.9559143505473,128,5.39549624963361,0.190607526667258,0.959012636402138
6631-SMS14-28FCombo,SMS14,13179.7149658203,Sample,6631-SMS14-28FCombo,12.3485497720261,56,4.62154342951983,0.301165637041881,0.94070657252753
6631-SMS15-28FCombo,SMS15,45852.896118164,Sample,6631-SMS15-28FCombo,12.6766871107564,23,1.34743076501481,0.076471362588656,0.431443884380129
6631-SMS16-28FCombo,SMS16,247178.857421876,Sample,6631-SMS16-28FCombo,23.0381297179563,181,5.05217922903259,0.077793826408965,0.928980715649483
6631-SMS17-28FCombo,SMS17,3570.47729492188,Sample,6631-SMS17-28FCombo,10.895902132839,35,4.54287929929044,0.508812694814395,0.943846863762212
6631-SMS18-28FCombo,SMS18,41225.1647949218,Sample,6631-SMS18-28FCombo,13.8298402348879,54,2.82495036634606,0.062777834399058,0.705015015318902
